,id,name
4940,DT.AMT.DECT.CD.MA.0912.US,"Ext. Debt Service Pmt, Central Bank, More than 9 to 12, All instruments, Principal, USD"
4941,DT.AMT.DECT.CD.MA.1218.US,"Ext. Debt Service Pmt, Central Bank, More than 12 to 18, All instruments, Principal, USD"
4942,DT.AMT.DECT.CD.MA.1824.US,"Ext. Debt Service Pmt, Central Bank, More than 18 to 24, All instruments, Principal, USD"
4943,DT.AMT.DECT.CD.MA.24P.US,"Ext. Debt Service Pmt, Central Bank, More than 2yrs, All instruments, Principal, USD"
4944,DT.AMT.DECT.CD.MA.36.US,"Ext. Debt Service Pmt, Central Bank, More than 3 to 6, All instruments, Principal, USD"
4945,DT.AMT.DECT.CD.MA.69.US,"Ext. Debt Service Pmt, Central Bank, More than 6 to 9, All instruments, Principal, USD"
4946,DT.AMT.DECT.CD.MA.IQ.US,"Ext. Debt Service Pmt, Central Bank, Immediate, All instruments, Principal, USD"
4947,DT.AMT.DECT.CD.MA.RM.US,"Gross Ext. Debt Pos., Central Bank, One year or less, All instruments, Principal, USD"
4948,DT.AMT.DECT.CD.OS.03.US,"Ext. Debt Service Pmt, Other Sectors, More than 0 to 3, All instruments, Principal, USD"
4949,DT.AMT.DECT.CD.OS.0912.US,"Ext. Debt Service Pmt, Other Sectors, More than 9 to 12, All instruments, Principal, USD"
4950,DT.AMT.DECT.CD.OS.1218.US,"Ext. Debt Service Pmt, Other Sectors, More than 12 to 18, All instruments, Principal, USD"
4951,DT.AMT.DECT.CD.OS.1824.US,"Ext. Debt Service Pmt, Other Sectors, More than 18 to 24, All instruments, Principal, USD"
4952,DT.AMT.DECT.CD.OS.24P.US,"Ext. Debt Service Pmt, Other Sectors, More than 2yrs, All instruments, Principal, USD"
4953,DT.AMT.DECT.CD.OS.36.US,"Ext. Debt Service Pmt, Other Sectors, More than 3 to 6, All instruments, Principal, USD"
4954,DT.AMT.DECT.CD.OS.69.US,"Ext. Debt Service Pmt, Other Sectors, More than 6 to 9, All instruments, Principal, USD"
4955,DT.AMT.DECT.CD.OS.IQ.US,"Ext. Debt Service Pmt, Other Sectors, Immediate, All instruments, Principal, USD"
4956,DT.AMT.DECT.CD.OS.RM.US,"Gross Ext. Debt Pos., Other Sectors, One year or less, All instruments, Principal, USD"
4957,DT.AMT.DECT.CD.RM.US,"Gross Ext. Debt Pos., All Sectors, One year or less, All instruments, Principal, USD"
4958,DT.AMT.DEFE.CD.IL.03.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 0 to 3, Debt liab. to fellow ent., Principal, USD"
4959,DT.AMT.DEFE.CD.IL.0912.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 9 to 12, Debt liab. to fellow ent., Principal, USD"
4960,DT.AMT.DEFE.CD.IL.1218.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 12 to 18, Debt liab. to fellow ent., Principal, USD"
4961,DT.AMT.DEFE.CD.IL.1824.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 18 to 24, Debt liab. to fellow ent., Principal, USD"
4962,DT.AMT.DEFE.CD.IL.24P.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 2yrs, Debt liab. to fellow ent., Principal, USD"
4963,DT.AMT.DEFE.CD.IL.36.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 3 to 6, Debt liab. to fellow ent., Principal, USD"
4964,DT.AMT.DEFE.CD.IL.69.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 6 to 9, Debt liab. to fellow ent., Principal, USD"
4965,DT.AMT.DEFE.CD.IL.IQ.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, Immediate, Debt liab. to fellow ent., Principal, USD"
4966,DT.AMT.DEGG.CD,"Principal repayments on external debt, general government sector (PPG) (AMT, current US$)"
4967,DT.AMT.DEPS.CD,"Principal repayments on external debt, public sector (PPG) (AMT, current US$)"
4968,DT.AMT.DILD.CD.IL.03.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 0 to 3, Debt liab. of DI ent. to dir. investors, Principal, USD"
4969,DT.AMT.DILD.CD.IL.0912.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 9 to 12, Debt liab. of DI ent. to dir. investors, Principal, USD"
4970,DT.AMT.DILD.CD.IL.1218.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 12 to 18, Debt liab. of DI ent. to dir. investors, Principal, USD"
4971,DT.AMT.DILD.CD.IL.1824.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 18 to 24, Debt liab. of DI ent. to dir. investors, Principal, USD"
4972,DT.AMT.DILD.CD.IL.24P.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 2yrs, Debt liab. of DI ent. to dir. investors, Principal, USD"
4973,DT.AMT.DILD.CD.IL.36.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 3 to 6, Debt liab. of DI ent. to dir. investors, Principal, USD"
4974,DT.AMT.DILD.CD.IL.69.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, More than 6 to 9, Debt liab. of DI ent. to dir. investors, Principal, USD"
4975,DT.AMT.DILD.CD.IL.IQ.US,"Gross Ext. Debt Pmt, DI: Intercom Lending, Immediate, Debt liab. of DI ent. to dir. investors, Principal, USD"
4976,DT.AMT.DIMF.CD,"IMF repurchases (AMT, current US$)"
4977,DT.AMT.DLBN.CD.CB.AR.03.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Debt securities, Principal, USD"
4978,DT.AMT.DLBN.CD.CB.AR.0912.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 9 to 12, Debt securities, Principal, USD"
4979,DT.AMT.DLBN.CD.CB.AR.1218.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 12 to 18, Debt securities, Principal, USD"
4980,DT.AMT.DLBN.CD.CB.AR.1824.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 18 to 24, Debt securities, Principal, USD"
4981,DT.AMT.DLBN.CD.CB.AR.24P.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 2yrs, Debt securities, Principal, USD"
4982,DT.AMT.DLBN.CD.CB.AR.36.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 3 to 6, Debt securities, Principal, USD"
4983,DT.AMT.DLBN.CD.CB.AR.69.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 6 to 9, Debt securities, Principal, USD"
4984,DT.AMT.DLBN.CD.CB.AR.IQ.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Debt securities, Principal, USD"
4985,DT.AMT.DLBN.CD.GG.AR.03.US,"Gross Ext. Debt Pmt, General Government, More than 0 to 3, Debt securities, Principal, USD"
4986,DT.AMT.DLBN.CD.GG.AR.0912.US,"Gross Ext. Debt Pmt, General Government, More than 9 to 12, Debt securities, Principal, USD"
4987,DT.AMT.DLBN.CD.GG.AR.1218.US,"Gross Ext. Debt Pmt, General Government, More than 12 to 18, Debt securities, Principal, USD"
4988,DT.AMT.DLBN.CD.GG.AR.1824.US,"Gross Ext. Debt Pmt, General Government, More than 18 to 24, Debt securities, Principal, USD"
4989,DT.AMT.DLBN.CD.GG.AR.24P.US,"Gross Ext. Debt Pmt, General Government, More than 2yrs, Debt securities, Principal, USD"
4990,DT.AMT.DLBN.CD.GG.AR.36.US,"Gross Ext. Debt Pmt, General Government, More than 3 to 6, Debt securities, Principal, USD"
4991,DT.AMT.DLBN.CD.GG.AR.69.US,"Gross Ext. Debt Pmt, General Government, More than 6 to 9, Debt securities, Principal, USD"
4992,DT.AMT.DLBN.CD.GG.AR.IQ.US,"Gross Ext. Debt Pmt, General Government, Immediate, Debt securities, Principal, USD"
4993,DT.AMT.DLBN.CD.MA.AR.03.US,"Gross Ext. Debt Pmt, Central Bank, More than 0 to 3, Debt securities, Principal, USD"
4994,DT.AMT.DLBN.CD.MA.AR.0912.US,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Debt securities, Principal, USD"
4995,DT.AMT.DLBN.CD.MA.AR.1218.US,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Debt securities, Principal, USD"
4996,DT.AMT.DLBN.CD.MA.AR.1824.US,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Debt securities, Principal, USD"
4997,DT.AMT.DLBN.CD.MA.AR.24P.US,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Debt securities, Principal, USD"
4998,DT.AMT.DLBN.CD.MA.AR.36.US,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Debt securities, Principal, USD"
4999,DT.AMT.DLBN.CD.MA.AR.69.US,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Debt securities, Principal, USD"
5000,DT.AMT.DLBN.CD.MA.AR.IQ.US,"Gross Ext. Debt Pmt, Central Bank, Immediate, Debt securities, Principal, USD"
5001,DT.AMT.DLBN.CD.OT.AR.03.US,"Gross Ext. Debt Pmt, Other Sectors, More than 0 to 3, Debt securities, Principal, USD"
5002,DT.AMT.DLBN.CD.OT.AR.0912.US,"Gross Ext. Debt Pmt, Other Sectors, More than 9 to 12, Debt securities, Principal, USD"
5003,DT.AMT.DLBN.CD.OT.AR.1218.US,"Gross Ext. Debt Pmt, Other Sectors, More than 12 to 18, Debt securities, Principal, USD"
5004,DT.AMT.DLBN.CD.OT.AR.1824.US,"Gross Ext. Debt Pmt, Other Sectors, More than 18 to 24, Debt securities, Principal, USD"
5005,DT.AMT.DLBN.CD.OT.AR.24P.US,"Gross Ext. Debt Pmt, Other Sectors, More than 2yrs, Debt securities, Principal, USD"
5006,DT.AMT.DLBN.CD.OT.AR.36.US,"Gross Ext. Debt Pmt, Other Sectors, More than 3 to 6, Debt securities, Principal, USD"
5007,DT.AMT.DLBN.CD.OT.AR.69.US,"Gross Ext. Debt Pmt, Other Sectors, More than 6 to 9, Debt securities, Principal, USD"
5008,DT.AMT.DLBN.CD.OT.AR.IQ.US,"Gross Ext. Debt Pmt, Other Sectors, Immediate, Debt securities, Principal, USD"
5009,DT.AMT.DLCD.CD.CB.AR.03.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Currency and deposits, Principal, USD"
5010,DT.AMT.DLCD.CD.CB.AR.0912.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 9 to 12, Currency and deposits, Principal, USD"
5011,DT.AMT.DLCD.CD.CB.AR.1218.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 12 to 18, Currency and deposits, Principal, USD"
5012,DT.AMT.DLCD.CD.CB.AR.1824.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 18 to 24, Currency and deposits, Principal, USD"
5013,DT.AMT.DLCD.CD.CB.AR.24P.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 2yrs, Currency and deposits, Principal, USD"
5014,DT.AMT.DLCD.CD.CB.AR.36.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 3 to 6, Currency and deposits, Principal, USD"
5015,DT.AMT.DLCD.CD.CB.AR.69.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 6 to 9, Currency and deposits, Principal, USD"
5016,DT.AMT.DLCD.CD.CB.AR.IQ.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Currency and deposits, Principal, USD"
5017,DT.AMT.DLCD.CD.GG.AR.03.US,"Gross Ext. Debt Pmt, General Government, More than 0 to 3, Currency and deposits, Principal, USD"
5018,DT.AMT.DLCD.CD.GG.AR.0912.US,"Gross Ext. Debt Pmt, General Government, More than 9 to 12, Currency and deposits, Principal, USD"
5019,DT.AMT.DLCD.CD.GG.AR.1218.US,"Gross Ext. Debt Pmt, General Government, More than 12 to 18, Currency and deposits, Principal, USD"
5020,DT.AMT.DLCD.CD.GG.AR.1824.US,"Gross Ext. Debt Pmt, General Government, More than 18 to 24, Currency and deposits, Principal, USD"
5021,DT.AMT.DLCD.CD.GG.AR.24P.US,"Gross Ext. Debt Pmt, General Government, More than 2yrs, Currency and deposits, Principal, USD"
5022,DT.AMT.DLCD.CD.GG.AR.36.US,"Gross Ext. Debt Pmt, General Government, More than 3 to 6, Currency and deposits, Principal, USD"
5023,DT.AMT.DLCD.CD.GG.AR.69.US,"Gross Ext. Debt Pmt, General Government, More than 6 to 9, Currency and deposits, Principal, USD"
5024,DT.AMT.DLCD.CD.GG.AR.IQ.US,"Gross Ext. Debt Pmt, General Government, Immediate, Currency and deposits, Principal, USD"
5025,DT.AMT.DLCD.CD.MA.AR.03.US,"Gross Ext. Debt Pmt, Central Bank, More than 0 to 3, Currency and deposits, Principal, USD"
5026,DT.AMT.DLCD.CD.MA.AR.0912.US,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Currency and deposits, Principal, USD"
5027,DT.AMT.DLCD.CD.MA.AR.1218.US,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Currency and deposits, Principal, USD"
5028,DT.AMT.DLCD.CD.MA.AR.1824.US,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Currency and deposits, Principal, USD"
5029,DT.AMT.DLCD.CD.MA.AR.24P.US,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Currency and deposits, Principal, USD"
5030,DT.AMT.DLCD.CD.MA.AR.36.US,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Currency and deposits, Principal, USD"
5031,DT.AMT.DLCD.CD.MA.AR.69.US,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Currency and deposits, Principal, USD"
5032,DT.AMT.DLCD.CD.MA.AR.IQ.US,"Gross Ext. Debt Pmt, Central Bank, Immediate, Currency and deposits, Principal, USD"
5033,DT.AMT.DLCD.CD.OT.AR.03.US,"Gross Ext. Debt Pmt, Other Sectors, More than 0 to 3, Currency and deposits, Principal, USD"
5034,DT.AMT.DLCD.CD.OT.AR.0912.US,"Gross Ext. Debt Pmt, Other Sectors, More than 9 to 12, Currency and deposits, Principal, USD"
5035,DT.AMT.DLCD.CD.OT.AR.1218.US,"Gross Ext. Debt Pmt, Other Sectors, More than 12 to 18, Currency and deposits, Principal, USD"
5036,DT.AMT.DLCD.CD.OT.AR.1824.US,"Gross Ext. Debt Pmt, Other Sectors, More than 18 to 24, Currency and deposits, Principal, USD"
5037,DT.AMT.DLCD.CD.OT.AR.24P.US,"Gross Ext. Debt Pmt, Other Sectors, More than 2yrs, Currency and deposits, Principal, USD"
5038,DT.AMT.DLCD.CD.OT.AR.36.US,"Gross Ext. Debt Pmt, Other Sectors, More than 3 to 6, Currency and deposits, Principal, USD"
5039,DT.AMT.DLCD.CD.OT.AR.69.US,"Gross Ext. Debt Pmt, Other Sectors, More than 6 to 9, Currency and deposits, Principal, USD"
5040,DT.AMT.DLCD.CD.OT.AR.IQ.US,"Gross Ext. Debt Pmt, Other Sectors, Immediate, Currency and deposits, Principal, USD"
5041,DT.AMT.DLTF.CD,"Principal repayments on external debt, long-term + IMF (AMT, current US$)"
5042,DT.AMT.DLTL.CD.CB.AR.03.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Loans, Principal, USD"
5043,DT.AMT.DLTL.CD.CB.AR.0912.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 9 to 12, Loans, Principal, USD"
5044,DT.AMT.DLTL.CD.CB.AR.1218.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 12 to 18, Loans, Principal, USD"
5045,DT.AMT.DLTL.CD.CB.AR.1824.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 18 to 24, Loans, Principal, USD"
5046,DT.AMT.DLTL.CD.CB.AR.24P.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 2yrs, Loans, Principal, USD"
5047,DT.AMT.DLTL.CD.CB.AR.36.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 3 to 6, Loans, Principal, USD"
5048,DT.AMT.DLTL.CD.CB.AR.69.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 6 to 9, Loans, Principal, USD"
5049,DT.AMT.DLTL.CD.CB.AR.IQ.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Loans, Principal, USD"
5050,DT.AMT.DLTL.CD.GG.AR.03.US,"Gross Ext. Debt Pmt, General Government, More than 0 to 3, Loans, Principal, USD"
5051,DT.AMT.DLTL.CD.GG.AR.0912.US,"Gross Ext. Debt Pmt, General Government, More than 9 to 12, Loans, Principal, USD"
5052,DT.AMT.DLTL.CD.GG.AR.1218.US,"Gross Ext. Debt Pmt, General Government, More than 12 to 18, Loans, Principal, USD"
5053,DT.AMT.DLTL.CD.GG.AR.1824.US,"Gross Ext. Debt Pmt, General Government, More than 18 to 24, Loans, Principal, USD"
5054,DT.AMT.DLTL.CD.GG.AR.24P.US,"Gross Ext. Debt Pmt, General Government, More than 2yrs, Loans, Principal, USD"
5055,DT.AMT.DLTL.CD.GG.AR.36.US,"Gross Ext. Debt Pmt, General Government, More than 3 to 6, Loans, Principal, USD"
5056,DT.AMT.DLTL.CD.GG.AR.69.US,"Gross Ext. Debt Pmt, General Government, More than 6 to 9, Loans, Principal, USD"
5057,DT.AMT.DLTL.CD.GG.AR.IQ.US,"Gross Ext. Debt Pmt, General Government, Immediate, Loans, Principal, USD"
5058,DT.AMT.DLTL.CD.MA.AR.03.US,"Gross Ext. Debt Pmt, Central Bank, More than 0 to 3, Loans, Principal, USD"
5059,DT.AMT.DLTL.CD.MA.AR.0912.US,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Loans, Principal, USD"
5060,DT.AMT.DLTL.CD.MA.AR.1218.US,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Loans, Principal, USD"
5061,DT.AMT.DLTL.CD.MA.AR.1824.US,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Loans, Principal, USD"
5062,DT.AMT.DLTL.CD.MA.AR.24P.US,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Loans, Principal, USD"
5063,DT.AMT.DLTL.CD.MA.AR.36.US,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Loans, Principal, USD"
5064,DT.AMT.DLTL.CD.MA.AR.69.US,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Loans, Principal, USD"
5065,DT.AMT.DLTL.CD.MA.AR.IQ.US,"Gross Ext. Debt Pmt, Central Bank, Immediate, Loans, Principal, USD"
5066,DT.AMT.DLTL.CD.OT.AR.03.US,"Gross Ext. Debt Pmt, Other Sectors, More than 0 to 3, Loans, Principal, USD"
5067,DT.AMT.DLTL.CD.OT.AR.0912.US,"Gross Ext. Debt Pmt, Other Sectors, More than 9 to 12, Loans, Principal, USD"
5068,DT.AMT.DLTL.CD.OT.AR.1218.US,"Gross Ext. Debt Pmt, Other Sectors, More than 12 to 18, Loans, Principal, USD"
5069,DT.AMT.DLTL.CD.OT.AR.1824.US,"Gross Ext. Debt Pmt, Other Sectors, More than 18 to 24, Loans, Principal, USD"
5070,DT.AMT.DLTL.CD.OT.AR.24P.US,"Gross Ext. Debt Pmt, Other Sectors, More than 2yrs, Loans, Principal, USD"
5071,DT.AMT.DLTL.CD.OT.AR.36.US,"Gross Ext. Debt Pmt, Other Sectors, More than 3 to 6, Loans, Principal, USD"
5072,DT.AMT.DLTL.CD.OT.AR.69.US,"Gross Ext. Debt Pmt, Other Sectors, More than 6 to 9, Loans, Principal, USD"
5073,DT.AMT.DLTL.CD.OT.AR.IQ.US,"Gross Ext. Debt Pmt, Other Sectors, Immediate, Loans, Principal, USD"
5074,DT.AMT.DLTO.CD.CB.AR.03.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Other debt liabilities, Principal, USD"
5075,DT.AMT.DLTO.CD.CB.AR.0912.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 9 to 12, Other debt liabilities, Principal, USD"
5076,DT.AMT.DLTO.CD.CB.AR.1218.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 12 to 18, Other debt liabilities, Principal, USD"
5077,DT.AMT.DLTO.CD.CB.AR.1824.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 18 to 24, Other debt liabilities, Principal, USD"
5078,DT.AMT.DLTO.CD.CB.AR.24P.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 2yrs, Other debt liabilities, Principal, USD"
5079,DT.AMT.DLTO.CD.CB.AR.36.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 3 to 6, Other debt liabilities, Principal, USD"
5080,DT.AMT.DLTO.CD.CB.AR.69.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 6 to 9, Other debt liabilities, Principal, USD"
5081,DT.AMT.DLTO.CD.CB.AR.IQ.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, Immediate, Other debt liabilities, Principal, USD"
5082,DT.AMT.DLTO.CD.GG.AR.03.US,"Gross Ext. Debt Pmt, General Government, More than 0 to 3, Other debt liabilities, Principal, USD"
5083,DT.AMT.DLTO.CD.GG.AR.0912.US,"Gross Ext. Debt Pmt, General Government, More than 9 to 12, Other debt liabilities, Principal, USD"
5084,DT.AMT.DLTO.CD.GG.AR.1218.US,"Gross Ext. Debt Pmt, General Government, More than 12 to 18, Other debt liabilities, Principal, USD"
5085,DT.AMT.DLTO.CD.GG.AR.1824.US,"Gross Ext. Debt Pmt, General Government, More than 18 to 24, Other debt liabilities, Principal, USD"
5086,DT.AMT.DLTO.CD.GG.AR.24P.US,"Gross Ext. Debt Pmt, General Government, More than 2yrs, Other debt liabilities, Principal, USD"
5087,DT.AMT.DLTO.CD.GG.AR.36.US,"Gross Ext. Debt Pmt, General Government, More than 3 to 6, Other debt liabilities, Principal, USD"
5088,DT.AMT.DLTO.CD.GG.AR.69.US,"Gross Ext. Debt Pmt, General Government, More than 6 to 9, Other debt liabilities, Principal, USD"
5089,DT.AMT.DLTO.CD.GG.AR.IQ.US,"Gross Ext. Debt Pmt, General Government, Immediate, Other debt liabilities, Principal, USD"
5090,DT.AMT.DLTO.CD.MA.AR.03.US,"Gross Ext. Debt Pmt, Central Bank, More than 0 to 3, Other debt liabilities, Principal, USD"
5091,DT.AMT.DLTO.CD.MA.AR.0912.US,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Other debt liabilities, Principal, USD"
5092,DT.AMT.DLTO.CD.MA.AR.1218.US,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Other debt liabilities, Principal, USD"
5093,DT.AMT.DLTO.CD.MA.AR.1824.US,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Other debt liabilities, Principal, USD"
5094,DT.AMT.DLTO.CD.MA.AR.24P.US,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Other debt liabilities, Principal, USD"
5095,DT.AMT.DLTO.CD.MA.AR.36.US,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Other debt liabilities, Principal, USD"
5096,DT.AMT.DLTO.CD.MA.AR.69.US,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Other debt liabilities, Principal, USD"
5097,DT.AMT.DLTO.CD.MA.AR.IQ.US,"Gross Ext. Debt Pmt, Central Bank, Immediate, Other debt liabilities, Principal, USD"
5098,DT.AMT.DLTO.CD.OT.AR.03.US,"Gross Ext. Debt Pmt, Other Sectors, More than 0 to 3, Other debt liabilities, Principal, USD"
5099,DT.AMT.DLTO.CD.OT.AR.0912.US,"Gross Ext. Debt Pmt, Other Sectors, More than 9 to 12, Other debt liabilities, Principal, USD"
5100,DT.AMT.DLTO.CD.OT.AR.1218.US,"Gross Ext. Debt Pmt, Other Sectors, More than 12 to 18, Other debt liabilities, Principal, USD"
5101,DT.AMT.DLTO.CD.OT.AR.1824.US,"Gross Ext. Debt Pmt, Other Sectors, More than 18 to 24, Other debt liabilities, Principal, USD"
5102,DT.AMT.DLTO.CD.OT.AR.24P.US,"Gross Ext. Debt Pmt, Other Sectors, More than 2yrs, Other debt liabilities, Principal, USD"
5103,DT.AMT.DLTO.CD.OT.AR.36.US,"Gross Ext. Debt Pmt, Other Sectors, More than 3 to 6, Other debt liabilities, Principal, USD"
5104,DT.AMT.DLTO.CD.OT.AR.69.US,"Gross Ext. Debt Pmt, Other Sectors, More than 6 to 9, Other debt liabilities, Principal, USD"
5105,DT.AMT.DLTO.CD.OT.AR.IQ.US,"Gross Ext. Debt Pmt, Other Sectors, Immediate, Other debt liabilities, Principal, USD"
5106,DT.AMT.DLTS.CD.GG.03.US,"Gross Ext. Debt Pmt, General Government, More than 0 to 3, Special drawing rights (allocations), Principal, USD"
5107,DT.AMT.DLTS.CD.GG.0912.US,"Gross Ext. Debt Pmt, General Government, More than 9 to 12, Special drawing rights (allocations), Principal, USD"
5108,DT.AMT.DLTS.CD.GG.1218.US,"Gross Ext. Debt Pmt, General Government, More than 12 to 18, Special drawing rights (allocations), Principal, USD"
5109,DT.AMT.DLTS.CD.GG.1824.US,"Gross Ext. Debt Pmt, General Government, More than 18 to 24, Special drawing rights (allocations), Principal, USD"
5110,DT.AMT.DLTS.CD.GG.24P.US,"Gross Ext. Debt Pmt, General Government, More than 2yrs, Special drawing rights (allocations), Principal, USD"
5111,DT.AMT.DLTS.CD.GG.36.US,"Gross Ext. Debt Pmt, General Government, More than 3 to 6, Special drawing rights (allocations), Principal, USD"
5112,DT.AMT.DLTS.CD.GG.69.US,"Gross Ext. Debt Pmt, General Government, More than 6 to 9, Special drawing rights (allocations), Principal, USD"
5113,DT.AMT.DLTS.CD.GG.IQ.US,"Gross Ext. Debt Pmt, General Government, Immediate, Special drawing rights (allocations), Principal, USD"
5114,DT.AMT.DLTS.CD.MA.AR.03.US,"Gross Ext. Debt Pmt, Central Bank, More than 0 to 3, Special drawing rights (allocations), Principal, USD"
5115,DT.AMT.DLTS.CD.MA.AR.0912.US,"Gross Ext. Debt Pmt, Central Bank, More than 9 to 12, Special drawing rights (allocations), Principal, USD"
5116,DT.AMT.DLTS.CD.MA.AR.1218.US,"Gross Ext. Debt Pmt, Central Bank, More than 12 to 18, Special drawing rights (allocations), Principal, USD"
5117,DT.AMT.DLTS.CD.MA.AR.1824.US,"Gross Ext. Debt Pmt, Central Bank, More than 18 to 24, Special drawing rights (allocations), Principal, USD"
5118,DT.AMT.DLTS.CD.MA.AR.24P.US,"Gross Ext. Debt Pmt, Central Bank, More than 2yrs, Special drawing rights (allocations), Principal, USD"
5119,DT.AMT.DLTS.CD.MA.AR.36.US,"Gross Ext. Debt Pmt, Central Bank, More than 3 to 6, Special drawing rights (allocations), Principal, USD"
5120,DT.AMT.DLTS.CD.MA.AR.69.US,"Gross Ext. Debt Pmt, Central Bank, More than 6 to 9, Special drawing rights (allocations), Principal, USD"
5121,DT.AMT.DLTS.CD.MA.AR.IQ.US,"Gross Ext. Debt Pmt, Central Bank, Immediate, Special drawing rights (allocations), Principal, USD"
5122,DT.AMT.DLTT.CD.CB.AR.03.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 0 to 3, Trade credit and advances, Principal, USD"
5123,DT.AMT.DLTT.CD.CB.AR.0912.US,"Gross Ext. Debt Pmt, Deposit-Taking Corp., exc. CB, More than 9 to 12, Trade credit and advances, Principal, USD"
